
	3.20 
	3.25 
	2.95 
	2.99 
	2.75 
	2.78 
	2.50 
	2.53 
	2.25 
	2.27 
	2.00 
	2.02 
	2.00 
	2.02 
	1.60 
	
	
	Rainbow Instant Access 
	
	
	Paid Annually 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Net 
	
	
	£100,000 
	3.80 
	3.80 
	3.50 
	3.50 
	3.25 
	3.25 
	3.00 
	3.00 
	2.75 
	2.75 
	2.50 
	2.50 
	2.25 
	2.25 
	2.25 
	2.25 
	1.80 
	
	
	£50,000 
	3.80 
	3.80 
	3.50 
	3.50 
	3.25 
	3.25 
	3.00 
	3.00 
	2.75 
	2.75 
	2.50 
	2.50 
	2.25 
	2.25 
	2.00 
	2.00 
	1.60 
	
	
	£25,000 
	3.55 
	3.55 
	3.25 
	3.25 
	3.00 
	3.00 
	2.75 
	2.75 
	2.50 
	2.50 
	2.25 
	2.25 
	2.00 
	2.00 
	1.75 
	1.75 
	1.40 
	
	
	£10,000 
	3.30 
	3.30 
	3.00 
	3.00 
	2.75 
	2.75 
	2.50 
	2.50 
	2.25 
	2.25 
	2.00 
	2.00 
	1.75 
	1.75 
	1.50 
	1.50 
	1.20 
	
	
	£5,000 
	2.80 
	2.80 
	2.50 
	2.50 
	2.25 
	2.25 
	2.00 
	2.00 
	1.75 
	1.75 
	1.50 
	1.50 
	1.50 
	1.50 
	1.25 
	1.25 
	1.00 
	
	
	£1,000 
	2.55 
	2.55 
	2.25 
	2.25 
	2.00 
	2.00 
	1.75 
	1.75 
	1.50 
	1.50 
	1.25 
	1.25 
	1.25 
	1.25 
	1.00 
	1.00 
	0.80 
	
	
	£500 
	2.20 
	2.20 
	1.90 
	1.90 
	1.65 
	1.65 
	1.50 
	1.50 
	1.25 
	1.25 
	1.00 
	1.00 
	1.00 
	1.00 
	0.75 
	0.75 
	0.60 
	
	
	£250 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	0.75 
	0.75 
	0.50 
	0.50 
	0.40 
	
	
	£25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.25 
	0.20 
	
	
	£1 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	0.00 
	
	
	Paid Monthly 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Net 
	
	
	£100,000 
	3.30 
	3.35 
	3.00 
	3.04 
	2.75 
	2.78 
	2.50 
	2.53 
	2.25 
	2.27 
	2.00 
	2.02 
	1.75 
	1.76 
	2.00 
	2.02 
	1.60 
	
	
	£50,000 
	3.30 
	3.35 
	3.00 
	3.04 
	2.75 
	2.78 
	2.50 
	2.53 
	2.25 
	2.27 
	2.00 
	2.02 
	1.75 
	1.76 
	1.75 
	1.76 
	1.40 
	
	
	£25,000 
	3.05 
	3.09 
	2.75 
	2.78 
	2.50 
	2.53 
	2.25 
	2.27 
	2.00 
	2.02 
	1.75 
	1.76 
	1.50 
	1.51 
	1.50 
	1.51 
	1.20 
	
	
	£10,000 
	2.80 
	2.84 
	2.50 
	2.53 
	2.25 
	2.27 
	2.00 
	2.02 
	1.75 
	1.76 
	1.50 
	1.51 
	1.25 
	1.26 
	1.25 
	1.26 
	1.00 
	
	
	£5,000 
	2.30 
	2.32 
	2.00 
	2.02 
	1.75 
	1.76 
	1.50 
	1.51 
	1.25 
	1.26 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	0.80 
	
	
	£1,000 
	2.05 
	2.07 
	1.75 
	1.76 
	1.50 
	1.51 
	1.25 
	1.26 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	1.00 
	0.80 
	
	
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	
	
	Aquarius 
	4.55 
	4.55 
	4.25 
	4.25 
	4.00 
	4.00 
	3.75 
	3.75 
	3.50 
	3.50 
	3.25 
	3.25 
	3.00 
	3.00 
	2.75 
	2.75 
	2.20 
	
	
	Young Saver 
	3.85 
	3.85 
	3.85 
	3.85 
	3.85 
	3.85 
	3.75 
	3.75 
	3.50 
	3.50 
	3.25 
	3.25 
	3.00 
	3.00 
	2.75 
	2.75 
	2.20 
	
	
	Charity 
	3.80 
	3.80 
	3.50 
	3.50 
	3.25 
	3.25 
	3.00 
	3.00 
	2.75 
	2.75 
	2.50 
	2.50 
	2.25 
	2.25 
	2.75 
	2.75 
	- 
	
	
	Tax-Max 
	THE BANDED RATES FOR RAINBOW INSTANT ACCESS ARE APPLICABLE 
	
	
	Mini Cash ISA 
	4.40 
	4.40 
	4.10 
	4.10 
	5.85 
	5.85 
	5.55 
	5.55 
	5.25 
	5.25 
	5.00 
	5.00 
	4.75 
	4.75 
	4.25 
	4.25 
	- 
	
	
	TESSA Only ISA 
	5.90 
	5.90 
	5.60 
	5.60 
	5.85 
	5.85 
	5.55 
	5.55 
	5.25 
	5.25 
	5.00 
	5.00 
	4.75 
	4.75 
	4.25 
	4.25 
	- 
	
	
	Monthly Saver 
	4.40 
	4.40 
	4.10 
	4.10 
	3.85 
	3.85 
	3.55 
	3.55 
	3.25 
	3.25 
	3.00 
	3.00 
	2.75 
	2.75 
	2.25 
	2.25 
	1.80 
	
	
	Bonus 
	2.00 
	2.00 
	2.00 
	2.00 
	2.00 
	2.00 
	2.00 
	2.00 
	2.00 
	2.00 
	2.00 
	2.00 
	2.00 
	2.00 
	2.00 
	2.00 
	1.60 
	
	
	Closed Issues 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	Gross/AER 
	
	
	Paid-up Shares 
	THE BANDED RATES FOR RAINBOW INSTANT ACCESS ARE APPLICABLE 
	
	
	Term Shares 
	THE BANDED RATES FOR RAINBOW INSTANT ACCESS ARE APPLICABLE 
	
	
	Monthly Build-up 
	THE BANDED RATES FOR RAINBOW INSTANT ACCESS ARE APPLICABLE 
	
	
	Celebration Shares 
	THE BANDED RATES FOR RAINBOW INSTANT ACCESS ARE APPLICABLE 
	
	
	Super Shares 
	THE BANDED RATES FOR RAINBOW INSTANT ACCESS ARE APPLICABLE 
	
	
	Flexi Shares 
	THE BANDED RATES FOR RAINBOW INSTANT ACCESS ARE APPLICABLE 
	
	
	TESSA 
	6.40 
	6.40 
	6.10 
	6.10 
	5.85 
	5.85 
	5.55 
	5.55 
	5.25 
	5.25 
	5.00 
	5.00 
	4.75 
	4.75 
	4.25 
	4.25 
	- 
	
	
	Follow-up TESSA 
	6.40 
	6.40 
	6.10 
	6.10 
	5.85 
	5.85 
	5.55 
	5.55 
	5.25 
	5.25 
	5.00 
	5.00 
	4.75 
	4.75 
	4.25 
	4.25 
	- 
	
	
	
	
	 
	 
	
	
	 
	
	
	
